idx	Load [N]	Left Gap [μm]	Right Gap [μm]
515	-24.006951147852988	16033.876295458274	16101.593865168432
516	-23.563404142840454	16032.232182267553	16103.238200796695
517	-23.84062101818438	16039.13745768941	16101.593865168432
518	-24.2656869117709	16034.20511809679	16103.649284704677
519	-24.006951147852988	16032.232182267553	16100.771697356497
520	-23.914545519846	16038.479812408781	16100.360613451081
521	-24.025432273578417	16036.50687656987	16097.89411002626
522	-23.84062101818438	16033.218650181614	16101.593865168432
523	-23.74821539203697	16035.849231291228	16101.182781262281
524	-23.896064394368523	16038.150989768652	16104.060368613023
525	-24.043913399345115	16033.218650181614	16104.882536430818
526	-24.154800154813643	16035.52040865209	16102.004949074946
527	-23.84062101818438	16038.808635049034	16097.071942220919
528	-23.87758326893254	16034.862763374193	16099.949529546027
529	-23.96998889652616	16032.56100490545	16101.182781262281
530	-23.87758326893254	16038.479812408781	16100.360613451081
531	-23.96998889652616	16036.178053930487	16101.593865168432
532	-23.600366392349315	16032.889827543471	16101.182781262281
533	-24.1732812808699	16037.493344488767	16102.416032981828
534	-23.637328642023363	16036.835699209376	16106.526872070808
535	-24.006951147852988	16034.862763374193	16102.827116889077
536	-23.896064394368523	16034.20511809679	16101.593865168432
537	-23.74821539203697	16039.13745768941	16099.949529546027
538	-23.933026645364748	16033.547472819882	16098.305193929484
539	-23.933026645364748	16032.889827543471	16098.71627783307
540	-23.84062101818438	16037.16452184901	16097.89411002626
541	-23.84062101818438	16033.547472819882	16097.89411002626
542	-23.72973426693136	16032.56100490545	16098.71627783307
543	-23.914545519846	16038.150989768652	16100.360613451081
544	-23.951507770924877	16036.178053930487	16101.593865168432
545	-23.72973426693136	16032.889827543471	16099.949529546027
546	-23.98847002216894	16036.835699209376	16098.71627783307
547	-24.025432273578417	16037.493344488767	16097.483026123406
548	-23.951507770924877	16033.876295458274	16100.360613451081
549	-23.785177642371877	16033.876295458274	16099.538445641343
550	-24.1178379028255	16039.13745768941	16100.360613451081
551	-23.785177642371877	16035.52040865209	16101.182781262281
552	-23.674290891862597	16032.56100490545	16096.660858318795
553	-24.062394525153195	16037.16452184901	16099.127361737023
554	-23.581885267574194	16035.849231291228	16102.004949074946
555	-24.228724659286286	16032.232182267553	16104.060368613023
556	-24.13631902879888	16037.822167128645	16103.238200796695
557	-23.803658767601405	16036.835699209376	16100.771697356497
558	-23.74821539203697	16033.876295458274	16099.127361737023
559	-23.803658767601405	16034.862763374193	16096.249774417036
560	-23.933026645364748	16039.13745768941	16101.593865168432
561	-24.062394525153195	16033.876295458274	16101.182781262281
562	-23.933026645364748	16032.56100490545	16103.238200796695
563	-23.581885267574194	16038.150989768652	16101.593865168432
564	-23.711253141867132	16033.218650181614	16104.471452521739
565	-23.65580976692229	16031.90335962978	16095.427606614618
566	-23.600366392349315	16038.479812408781	16100.360613451081
567	-23.397074022094557	16036.178053930487	16099.949529546027
568	-23.85910214353771	16033.547472819882	16101.593865168432
569	-23.951507770924877	16034.862763374193	16101.182781262281
570	-23.84062101818438	16037.493344488767	16102.827116889077
571	-24.025432273578417	16033.218650181614	16102.416032981828
572	-24.21024353310611	16032.232182267553	16102.416032981828
573	-23.803658767601405	16038.479812408781	16102.416032981828
574	-23.84062101818438	16034.53394073543	16100.771697356497
575	-23.65580976692229	16032.232182267553	16099.127361737023
576	-23.766696517183618	16038.479812408781	16099.949529546027
577	-23.711253141867132	16036.835699209376	16098.305193929484
578	-23.98847002216894	16034.20511809679	16099.127361737023
579	-24.080875651002657	16035.52040865209	16097.483026123406
580	-23.785177642371877	16037.822167128645	16098.71627783307
581	-23.803658767601405	16032.889827543471	16098.305193929484
582	-24.43201704999808	16034.862763374193	16100.771697356497
583	-23.914545519846	16038.150989768652	16099.127361737023
584	-23.692772016844287	16034.53394073543	16098.305193929484
585	-23.951507770924877	16031.90335962978	16099.949529546027
586	-23.98847002216894	16039.795102970536	16101.182781262281
587	-23.96998889652616	16036.178053930487	16102.004949074946
588	-24.080875651002657	16033.218650181614	16097.483026123406
589	-24.006951147852988	16036.50687656987	16096.660858318795
590	-24.025432273578417	16036.835699209376	16099.127361737023
591	-23.98847002216894	16032.232182267553	16099.538445641343
592	-24.13631902879888	16035.849231291228	16102.004949074946
593	-23.581885267574194	16037.16452184901	16099.949529546027
594	-24.247205785507845	16034.53394073543	16102.827116889077
595	-24.228724659286286	16031.90335962978	16097.89411002626
596	-23.896064394368523	16040.781570893163	16097.483026123406
597	-23.87758326893254	16033.218650181614	16102.416032981828
598	-24.099356776893387	16033.547472819882	16106.526872070808
599	-23.85910214353771	16037.493344488767	16101.593865168432
600	-23.951507770924877	16037.16452184901	16102.827116889077
601	-24.006951147852988	16031.90335962978	16104.882536430818
602	-24.025432273578417	16036.50687656987	16103.649284704677
603	-23.72973426693136	16037.16452184901	16099.538445641343
604	-23.85910214353771	16034.20511809679	16093.783271014172
605	-23.637328642023363	16033.218650181614	16094.194354913736
606	-23.785177642371877	16040.123925611286	16101.593865168432
607	-24.025432273578417	16033.547472819882	16099.538445641343
608	-23.711253141867132	16033.218650181614	16098.305193929484
609	-23.933026645364748	16037.493344488767	16098.305193929484
610	-24.154800154813643	16036.50687656987	16102.416032981828
611	-23.65580976692229	16032.56100490545	16104.060368613023
612	-23.914545519846	16036.50687656987	16099.538445641343
613	-23.489479644318294	16036.835699209376	16099.538445641343
614	-23.785177642371877	16033.876295458274	16096.660858318795
615	-23.692772016844287	16035.191586013081	16098.305193929484
616	-23.674290891862597	16038.150989768652	16098.305193929484
617	-23.96998889652616	16032.889827543471	16097.89411002626
618	-24.099356776893387	16032.232182267553	16099.949529546027
619	-23.489479644318294	16037.822167128645	16101.182781262281
620	-23.74821539203697	16033.547472819882	16099.538445641343
621	-24.025432273578417	16032.56100490545	16099.127361737023
622	-23.951507770924877	16037.822167128645	16097.89411002626
623	-23.600366392349315	16036.178053930487	16098.305193929484
624	-24.1732812808699	16033.876295458274	16101.593865168432
625	-24.043913399345115	16035.191586013081	16099.949529546027
626	-23.785177642371877	16038.808635049034	16099.949529546027
627	-23.72973426693136	16033.547472819882	16097.89411002626
628	-24.006951147852988	16034.53394073543	16095.838690515646
629	-24.1178379028255	16038.150989768652	16097.071942220919
630	-23.785177642371877	16033.876295458274	16102.004949074946
631	-23.785177642371877	16031.574536992131	16100.771697356497
632	-23.87758326893254	16038.479812408781	16104.882536430818
633	-23.933026645364748	16035.52040865209	16101.593865168432
634	-23.803658767601405	16032.889827543471	16099.949529546027
635	-23.65580976692229	16035.849231291228	16095.016522713959
636	-23.692772016844287	16037.822167128645	16100.360613451081
637	-23.600366392349315	16032.56100490545	16112.282046856993
638	-24.043913399345115	16035.849231291228	16102.416032981828
639	-23.766696517183618	16037.493344488767	16100.771697356497
640	-23.72973426693136	16034.53394073543	16103.649284704677
641	-23.85910214353771	16031.90335962978	16103.238200796695
642	-23.87758326893254	16039.795102970536	16099.538445641343
643	-24.099356776893387	16033.876295458274	16094.605438813665
644	-23.951507770924877	16032.889827543471	16093.783271014172
645	-23.933026645364748	16037.493344488767	16100.360613451081
646	-23.951507770924877	16036.50687656987	16102.416032981828
647	-24.1732812808699	16032.889827543471	16101.182781262281
648	-23.766696517183618	16036.178053930487	16103.649284704677
649	-24.062394525153195	16037.493344488767	16101.593865168432
650	-23.72973426693136	16033.876295458274	16103.649284704677
651	-24.21024353310611	16032.232182267553	16100.360613451081
652	-23.766696517183618	16039.795102970536	16098.71627783307
653	-23.914545519846	16033.876295458274	16099.949529546027
654	-23.951507770924877	16032.889827543471	16098.71627783307
655	-23.896064394368523	16037.493344488767	16099.949529546027
656	-23.85910214353771	16037.493344488767	16102.004949074946
657	-23.507960768886846	16033.218650181614	16100.360613451081
658	-23.74821539203697	16036.835699209376	16101.182781262281
659	-23.896064394368523	16036.835699209376	16099.949529546027
660	-23.766696517183618	16034.20511809679	16100.360613451081
661	-23.581885267574194	16033.876295458274	16097.89411002626
662	-23.674290891862597	16038.150989768652	16096.249774417036
663	-23.72973426693136	16032.889827543471	16097.071942220919
664	-23.711253141867132	16033.218650181614	16099.538445641343
665	-23.52644189349678	16038.808635049034	16099.949529546027
666	-23.415555146456768	16036.835699209376	16102.004949074946
667	-23.65580976692229	16031.90335962978	16097.483026123406
668	-23.85910214353771	16038.479812408781	16098.71627783307
669	-24.025432273578417	16035.52040865209	16097.483026123406
670	-23.711253141867132	16032.889827543471	16104.882536430818
671	-23.84062101818438	16034.862763374193	16101.182781262281
672	-23.8221398928722	16038.479812408781	16102.416032981828
673	-23.766696517183618	16032.889827543471	16101.182781262281
674	-23.785177642371877	16032.56100490545	16097.071942220919
675	-23.803658767601405	16039.13745768941	16099.949529546027
676	-23.98847002216894	16034.862763374193	16108.171207716665
677	-24.006951147852988	16031.90335962978	16103.649284704677
678	-24.154800154813643	16038.808635049034	16102.004949074946
679	-23.637328642023363	16035.849231291228	16104.060368613023
680	-23.85910214353771	16034.20511809679	16106.115788160263
681	-23.674290891862597	16036.50687656987	16103.649284704677
682	-23.84062101818438	16038.150989768652	16097.071942220919
683	-24.080875651002657	16032.56100490545	16099.127361737023
684	-23.85910214353771	16034.53394073543	16099.949529546027
685	-24.062394525153195	16037.493344488767	16099.949529546027
686	-23.766696517183618	16033.547472819882	16099.538445641343
687	-24.025432273578417	16031.90335962978	16101.593865168432
688	-23.87758326893254	16038.150989768652	16103.649284704677
689	-23.87758326893254	16036.835699209376	16104.471452521739
690	-23.72973426693136	16032.889827543471	16105.70470425008
691	-23.87758326893254	16037.16452184901	16102.004949074946
692	-23.84062101818438	16036.835699209376	16099.538445641343
693	-24.1732812808699	16033.876295458274	16099.949529546027
694	-24.006951147852988	16035.191586013081	16099.127361737023
695	-23.766696517183618	16039.13745768941	16098.71627783307
696	-23.692772016844287	16033.547472819882	16097.071942220919
697	-23.98847002216894	16032.889827543471	16097.483026123406
698	-23.914545519846	16038.150989768652	16097.89411002626
699	-23.951507770924877	16032.56100490545	16100.771697356497
700	-23.674290891862597	16033.218650181614	16101.593865168432
701	-23.933026645364748	16037.493344488767	16099.538445641343
702	-24.006951147852988	16037.16452184901	16100.360613451081
703	-23.397074022094557	16032.56100490545	16098.305193929484
704	-23.951507770924877	16037.16452184901	16100.771697356497
705	-23.98847002216894	16037.822167128645	16098.305193929484
706	-23.72973426693136	16034.20511809679	16101.593865168432
707	-23.803658767601405	16033.876295458274	16099.127361737023
708	-23.72973426693136	16039.795102970536	16096.249774417036
709	-23.785177642371877	16033.876295458274	16098.305193929484
710	-23.74821539203697	16033.218650181614	16101.182781262281
711	-24.1178379028255	16037.493344488767	16102.416032981828
712	-23.65580976692229	16036.178053930487	16106.937955981724
713	-23.674290891862597	16032.56100490545	16103.238200796695
714	-23.933026645364748	16037.16452184901	16097.89411002626
715	-23.96998889652616	16037.16452184901	16100.360613451081
716	-23.711253141867132	16034.20511809679	16112.282046856993
717	-23.581885267574194	16033.876295458274	16101.182781262281
718	-23.674290891862597	16037.822167128645	16103.238200796695
719	-24.099356776893387	16033.547472819882	16105.70470425008
720	-23.72973426693136	16033.547472819882	16105.70470425008
721	-23.785177642371877	16040.123925611286	16101.182781262281
722	-24.006951147852988	16034.862763374193	16097.89411002626
723	-23.785177642371877	16031.245714354603	16092.550019317678
724	-23.74821539203697	16038.150989768652	16099.538445641343
725	-24.154800154813643	16035.849231291228	16098.305193929484
726	-23.72973426693136	16033.218650181614	16102.004949074946
727	-24.13631902879888	16035.849231291228	16100.771697356497
728	-23.65580976692229	16037.16452184901	16100.771697356497
729	-23.84062101818438	16033.876295458274	16102.827116889077
730	-23.803658767601405	16031.245714354603	16101.593865168432
731	-24.080875651002657	16038.808635049034	16102.004949074946
732	-23.766696517183618	16034.20511809679	16101.182781262281
733	-23.74821539203697	16032.56100490545	16100.360613451081
734	-23.8221398928722	16037.822167128645	16100.771697356497
735	-23.711253141867132	16036.50687656987	16099.538445641343
736	-23.914545519846	16032.232182267553	16098.71627783307
737	-23.84062101818438	16037.493344488767	16100.360613451081
738	-23.896064394368523	16037.822167128645	16100.360613451081
